backup_item_id,category,source_path,target_path,size_bytes,sha256_before,sha256_after,hash_match,included,excluded_reason,confidentiality_class,restore_required,restore_tested,status
BK-TRESOR-070,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__BGH_IX_ZR_133_14_20150305.pdf,(im tresor_tar enthalten),192538,ba222db3d6c4360899a48c81775c5f57505dfda884224dbc3227f47f2bb75259,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-071,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__BGH_IX_ZR_143_17_20181206.pdf,(im tresor_tar enthalten),183122,fa7cb6c56e834b1d2479c90a62f4637dee4ed773ed57b66db4abb3d31dc1260b,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-072,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__BGH_IX_ZR_232_12_20130919.pdf,(im tresor_tar enthalten),119855,edad88fb1f76a98300e4dedfd3619ac3a7a0bc501109f1d3eb12879406174602,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-073,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__BGH_IX_ZR_93_11_20131205.pdf,(im tresor_tar enthalten),132487,2a49148f7c317b04734011e63436b3d5fc17cf1e1903d6a3dec01c08e32e5248,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-074,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__BGH_IX_ZR_9_10_20110519.pdf,(im tresor_tar enthalten),123511,403b54f079c4868110eeb14663d367cb7f4566b57deb2282454f65d8591e4120,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-075,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__II_ZR_112-21.pdf,(im tresor_tar enthalten),173557,2e3f08881c8c219a731407da50067af06681c8e9c4e4180fc35f3b114fa62de2,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-076,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__II_ZR_84-20.pdf,(im tresor_tar enthalten),325468,b075c3993a1ede7cb47bf21df9e1d003b222d390e55ebbb63a120081120cb154,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-077,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__II_ZR_88-16.pdf,(im tresor_tar enthalten),208222,77f0e8e8b9be3fd09305f393befc515b4bcb262310ceb5313dc1613b0fb46732,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-078,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__IX_ZB_36-07.pdf,(im tresor_tar enthalten),105141,18036e5148069fe6dc3f1e1a38b00cd9ae3bcb685ea465b7209d0e1950c7c79f,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-079,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__IX_ZB_7-08.pdf,(im tresor_tar enthalten),77570,ab218b6ea56f698998ca5e61ec062c50b54e2185e05c08e79d42520456d0238b,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-080,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__IX_ZR_149-14.pdf,(im tresor_tar enthalten),128714,49a53d41726617132dac5f6190574aaf892c73e0c2ab7b03686d7259c393484d,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-081,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__IX_ZR_3-12.pdf,(im tresor_tar enthalten),197457,fa7441330cde42affca7ce4e44fb3d26af5a2988cbb55f49198090241b43676b,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-082,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__IX_ZR_48-21.pdf,(im tresor_tar enthalten),226114,98ca11cf9c853a514001c76abad79cf60e149a77a7b440e1daf942cdbe725adb,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-083,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_primary_preserved/?__IX_ZR_6-14.pdf,(im tresor_tar enthalten),104180,18136db48ef09adeef9fb028a9e6067d9a5932d4ea7218fbfa05e4c4d4eb1cbd,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-084,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__BGH_II_ZR_296_08_20100920.pdf,(im tresor_tar enthalten),160917,dba783ff41795d3909bf559ee4481ca4921dcb9b101b45c1fdd6027792eff877,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-085,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__BGH_IX_ZR_133_14_20150305.pdf,(im tresor_tar enthalten),192538,ba222db3d6c4360899a48c81775c5f57505dfda884224dbc3227f47f2bb75259,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-086,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__BGH_IX_ZR_143_17_20181206.pdf,(im tresor_tar enthalten),183122,fa7cb6c56e834b1d2479c90a62f4637dee4ed773ed57b66db4abb3d31dc1260b,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-087,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__BGH_IX_ZR_232_12_20130919.pdf,(im tresor_tar enthalten),119855,edad88fb1f76a98300e4dedfd3619ac3a7a0bc501109f1d3eb12879406174602,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-088,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__BGH_IX_ZR_93_11_20131205.pdf,(im tresor_tar enthalten),132487,2a49148f7c317b04734011e63436b3d5fc17cf1e1903d6a3dec01c08e32e5248,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-089,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__BGH_IX_ZR_9_10_20110519.pdf,(im tresor_tar enthalten),123511,403b54f079c4868110eeb14663d367cb7f4566b57deb2282454f65d8591e4120,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-090,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__II_ZR_112-21.pdf,(im tresor_tar enthalten),173557,2e3f08881c8c219a731407da50067af06681c8e9c4e4180fc35f3b114fa62de2,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-091,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__II_ZR_84-20.pdf,(im tresor_tar enthalten),325468,b075c3993a1ede7cb47bf21df9e1d003b222d390e55ebbb63a120081120cb154,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-092,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__II_ZR_88-16.pdf,(im tresor_tar enthalten),208222,77f0e8e8b9be3fd09305f393befc515b4bcb262310ceb5313dc1613b0fb46732,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-093,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__IX_ZB_36-07.pdf,(im tresor_tar enthalten),105141,18036e5148069fe6dc3f1e1a38b00cd9ae3bcb685ea465b7209d0e1950c7c79f,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-094,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__IX_ZB_7-08.pdf,(im tresor_tar enthalten),77570,ab218b6ea56f698998ca5e61ec062c50b54e2185e05c08e79d42520456d0238b,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-095,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__IX_ZR_149-14.pdf,(im tresor_tar enthalten),128714,49a53d41726617132dac5f6190574aaf892c73e0c2ab7b03686d7259c393484d,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-096,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__IX_ZR_3-12.pdf,(im tresor_tar enthalten),197457,fa7441330cde42affca7ce4e44fb3d26af5a2988cbb55f49198090241b43676b,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-097,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__IX_ZR_48-21.pdf,(im tresor_tar enthalten),226114,98ca11cf9c853a514001c76abad79cf60e149a77a7b440e1daf942cdbe725adb,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-098,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/p0_evidence_freeze/official_tmp/?__IX_ZR_6-14.pdf,(im tresor_tar enthalten),104180,18136db48ef09adeef9fb028a9e6067d9a5932d4ea7218fbfa05e4c4d4eb1cbd,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-099,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/QC_EVIDENCE_FREEZE_MANIFEST.csv,(im tresor_tar enthalten),5007,ad3de17be96782b4082ef71b93512dd776bd9d3d8d6d596809d8c208952ded25,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-100,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/QC_EVIDENCE_FREEZE_MANIFEST.json,(im tresor_tar enthalten),8899,a1c5907688b2d3297d32cf3db5be7460a78aa9fb1bcae86d6e7c305d361bcba9,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-101,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/QC_EVIDENCE_FREEZE_MANIFEST.md,(im tresor_tar enthalten),249,1c55bf2cbe4026185c1d5e4c61d519e8fe8cedfc1f3e00cfb8ca8f4c7f0c799f,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-102,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__ACTIVE_REDTEAM_RUNS.csv,(im tresor_tar enthalten),13538,e2b88adcaef4cd45e6c642000e1727ba343cdea62e111888d7f18f4e8747be0e,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-103,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_ALLOWLIST_EVIDENCE_TRIBUNAL.csv,(im tresor_tar enthalten),972,b6ede9a3a44b6a53ee856cb6c65ac1725c07e71af7c5eddba88b8c6d4482296d,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-104,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_ALLOWLIST_EVIDENCE_TRIBUNAL.md,(im tresor_tar enthalten),602,48379d7c43b2b1392dd29895d41f0bfd32d6d033ed7bbb620419bcbb4ec5950a,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-105,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_ALLOWLIST_FINDING_RECONCILIATION.csv,(im tresor_tar enthalten),8986,71f81d95ace85c00685a18d69b550caa8e0dccc1e317ae7b28d5115129af085b,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-106,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_ALLOWLIST_NOVEL_ATTACKS.csv,(im tresor_tar enthalten),3452,e872431a7427cec4f09a1dcec38d02eedd07a4d4fc9773040498ad6d99c984b9,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-107,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_ALLOWLIST_NOVEL_ATTACKS.md,(im tresor_tar enthalten),552,418e0d203e301f8dd7c6d00df80bf7a59061730d24811f6f9a4485b1e28d9424,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-108,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_ALLOWLIST_RECHECK_BASELINE.csv,(im tresor_tar enthalten),743,dbf1a35702a11bcb45b1e28c5a832ea69e67455d862dc712f1e904799e40a9cd,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-109,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_ALLOWLIST_RECHECK_BASELINE.md,(im tresor_tar enthalten),1322,b80ff11ba5c053ddaa3025e98fb0a3236bbb79f51b50e45e3da51602b3b1ceb0,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-110,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_ALLOWLIST_RECHECK_DETERMINISTIC_FINDINGS.csv,(im tresor_tar enthalten),7690,329078f1687e9bba41f48123956e1269dfd722840b8854e5cfe7d79cee17e6aa,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-111,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_ALLOWLIST_RECHECK_L99_DECISION.csv,(im tresor_tar enthalten),2554,5466b9b4e9b7a83ce5a4b622bb2758e3cbc7a3182ce85f268d08a25a761d5238,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-112,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_ALLOWLIST_RECHECK_L99_DECISION.md,(im tresor_tar enthalten),2647,3f38b6fb6fbbb1a7e619373eccaf7def8a481bb557cfd27bb3db4ec09988f77f,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-113,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_ALLOWLIST_RECHECK_STOP.md,(im tresor_tar enthalten),2271,0601acbff21b29b10687458764f3fafa57947fcc68bd04fbb37b746ca64cd0e6,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-114,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_ALLOWLIST_RECHECK_TEST_QUALITY.csv,(im tresor_tar enthalten),1108,03d877e551adc33e7ec485ab6d75724db46f6770a50337b156493f385895bb1f,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-115,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_RECHECK_ASSURANCE_COUNCIL_A.csv,(im tresor_tar enthalten),22657,81cde2c74917a6232fd465814312e6cac7bb3799c4ff399384c3bbf165a5efe1,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-116,offgit_tresor_file,/Users/martinotten/wpno-secure-case-ledgers/s11_control_plane_p0/frozen_qc_artifacts/reports__S11_PS861_006D_RECHECK_BREAKER_COUNCIL_B.csv,(im tresor_tar enthalten),35532,f3332df4b813e6be7b39d4a46d6483a7b45c61b517dd3b1c1e6ab5aa7639c1aa,(via tar-restore-verifikation),pending,yes,,MANDATSNAH_OFFGIT,yes,pending,INVENTORIED
BK-TRESOR-TAR,offgit_tresor_archive,/Users/martinotten/wpno-secure-case-ledgers (exkl. p0_backup_restore),/Users/martinotten/wpno-secure-case-ledgers/p0_backup_restore/backup/tresor_20260712T180000Z.tar.gz,30045949,n/a(archiv),ce03609db6fa8ece9c68ce0375b6d6e9eb0d102001a2a8051904bf85efe6b109,archiv,yes,,MANDATSNAH_OFFGIT,yes,pending,CREATED
